"pcc_factor_unit","moderator","moderator_class","estimate","se","tval","df","pval","ci.lb","ci.ub","beta","se.1","ci.lb.1","ci.ub.1","tval.1","pval.1","df.1","factor_sub_class","significance2"
"Relatives and friends (number)","m_intervention_recla2","Crop rotation",0.0298094794149657,0.0113784897627558,2.61980983737739,16,0.0185773956359502,0.00568815866976475,0.0539308001601666,0.0298094794149657,0.0113784897627558,0.00568815866976475,0.0539308001601666,2.61980983737739,0.0185773956359502,16,"Social capital","significant_positive"
"Relatives and friends (number)","m_intervention_recla2","Fallow",-0.0181841560564827,0.0242018394056255,-0.751354297981829,16,0.463348558293773,-0.06948976366337,0.0331214515504046,-0.0181841560564827,0.0242018394056255,-0.06948976366337,0.0331214515504046,-0.751354297981829,0.463348558293773,16,"Social capital","no_significant_negative"
"Relatives and friends (number)","m_intervention_recla2","Intercropping",0.00478435556993505,0.0198058928589302,0.241562226152196,16,0.812188005012874,-0.0372022616575194,0.0467709727973896,0.00478435556993505,0.0198058928589302,-0.0372022616575194,0.0467709727973896,0.241562226152196,0.812188005012874,16,"Social capital","no_significant_positive"
"Communicate with other farmers (1= yes)","m_intervention_recla2","Agroforestry",0.129093715718389,0.0411485796045206,3.13725812553215,10,0.0105593020684851,0.0374089667975065,0.220778464639271,0.129093715718389,0.0411485796045206,0.0374089667975065,0.220778464639271,3.13725812553215,0.0105593020684851,10,"Social capital","significant_positive"
"Communicate with other farmers (1= yes)","m_intervention_recla2","Combined systems",0.0554560612819655,0.0554585864327599,0.999954467811806,10,0.340914110550536,-0.0681133698251058,0.179025492389037,0.0554560612819655,0.0554585864327599,-0.0681133698251058,0.179025492389037,0.999954467811806,0.340914110550536,10,"Social capital","no_significant_positive"
"Communicate with other farmers (1= yes)","m_intervention_recla2","Cover crops",0.0362904129725056,0.039737625351409,0.913250669902418,10,0.382601150011058,-0.0522505339586435,0.124831359903655,0.0362904129725056,0.039737625351409,-0.0522505339586435,0.124831359903655,0.913250669902418,0.382601150011058,10,"Social capital","no_significant_positive"
"Communicate with other farmers (1= yes)","m_intervention_recla2","Crop rotation",0.064446813742324,0.0478430452836728,1.3470466472233,10,0.207696008408351,-0.0421541342515661,0.171047761736214,0.064446813742324,0.0478430452836728,-0.0421541342515661,0.171047761736214,1.3470466472233,0.207696008408351,10,"Social capital","no_significant_positive"
"Communicate with other farmers (1= yes)","m_intervention_recla2","Fallow",0.00363740858113592,0.0666413585665166,0.0545818491606127,10,0.957546676222101,-0.144848791590068,0.15212360875234,0.00363740858113592,0.0666413585665166,-0.144848791590068,0.15212360875234,0.0545818491606127,0.957546676222101,10,"Social capital","no_significant_positive"
"Communicate with other farmers (1= yes)","m_intervention_recla2","Intercropping",0.103447719988529,0.0489688566076123,2.11252063362346,10,0.0607838808759647,-0.00566169195623643,0.212557131933295,0.103447719988529,0.0489688566076123,-0.00566169195623643,0.212557131933295,2.11252063362346,0.0607838808759647,10,"Social capital","no_significant_positive"
"Use of DFS (1= yes)","m_intervention_recla2","Agroforestry",0.00697694825666502,0.0682112842845986,0.102284370245179,16,0.919801908060118,-0.137624514764943,0.151578411278273,0.00697694825666502,0.0682112842845986,-0.137624514764943,0.151578411278273,0.102284370245179,0.919801908060118,16,"Technical information","no_significant_positive"
"Use of DFS (1= yes)","m_intervention_recla2","Cover crops",-0.0165639576333583,0.120976884093779,-0.136918368806046,16,0.892803400972809,-0.273023495307036,0.23989558004032,-0.0165639576333583,0.120976884093779,-0.273023495307036,0.23989558004032,-0.136918368806046,0.892803400972809,16,"Technical information","no_significant_negative"
"Use of DFS (1= yes)","m_intervention_recla2","Crop rotation",0.0576346832828387,0.0860962354981325,0.669421641368848,16,0.512771558587862,-0.124881182592653,0.240150549158331,0.0576346832828387,0.0860962354981325,-0.124881182592653,0.240150549158331,0.669421641368848,0.512771558587862,16,"Technical information","no_significant_positive"
"Use of DFS (1= yes)","m_intervention_recla2","Embedded seminatural habitats",0.165254757171267,0.132417904079025,1.24797895209583,16,0.229994274994811,-0.11545865939763,0.445968173740164,0.165254757171267,0.132417904079025,-0.11545865939763,0.445968173740164,1.24797895209583,0.229994274994811,16,"Technical information","no_significant_positive"
"Use of DFS (1= yes)","m_intervention_recla2","Fallow",0.11535637868096,0.0996021920551894,1.15817108339384,16,0.263790316623077,-0.0957908360708891,0.326503593432809,0.11535637868096,0.0996021920551894,-0.0957908360708891,0.326503593432809,1.15817108339384,0.263790316623077,16,"Technical information","no_significant_positive"
"Use of DFS (1= yes)","m_intervention_recla2","Intercropping",0.132368628000559,0.0864538330396256,1.53109033280096,16,0.145278172506428,-0.0509053107981329,0.315642566799251,0.132368628000559,0.0864538330396256,-0.0509053107981329,0.315642566799251,1.53109033280096,0.145278172506428,16,"Technical information","no_significant_positive"
"Soil fertility (1= moderate)","m_intervention_recla2","Agroforestry",0.0673515946055805,0.0559930642555127,1.20285602335024,16,0.246530152779355,-0.0513483990293171,0.186051588240478,0.0673515946055805,0.0559930642555127,-0.0513483990293171,0.186051588240478,1.20285602335024,0.246530152779355,16,"Biophysical","no_significant_positive"
"Soil fertility (1= moderate)","m_intervention_recla2","Combined systems",-0.0132438232621225,0.0267655966331335,-0.494807698242295,16,0.627461470161279,-0.0699843534015208,0.0434967068772758,-0.0132438232621225,0.0267655966331335,-0.0699843534015208,0.0434967068772758,-0.494807698242295,0.627461470161279,16,"Biophysical","no_significant_negative"
"Soil fertility (1= moderate)","m_intervention_recla2","Crop rotation",-0.00973411513346418,0.0256800268699867,-0.379053931008181,16,0.709630984201222,-0.0641733401792932,0.0447051099123648,-0.00973411513346418,0.0256800268699867,-0.0641733401792932,0.0447051099123648,-0.379053931008181,0.709630984201222,16,"Biophysical","no_significant_negative"
"Soil fertility (1= moderate)","m_intervention_recla2","Embedded seminatural habitats",-0.149111862562756,0.0644962620772766,-2.31194580523282,16,0.0344267731067857,-0.285837830320337,-0.0123858948051745,-0.149111862562756,0.0644962620772766,-0.285837830320337,-0.0123858948051745,-2.31194580523282,0.0344267731067857,16,"Biophysical","significant_negative"
"Soil fertility (1= moderate)","m_intervention_recla2","Intercropping",0.0788377994282644,0.0358929168713595,2.19647234887094,16,0.0431404418507219,0.00274821474816152,0.154927384108367,0.0788377994282644,0.0358929168713595,0.00274821474816152,0.154927384108367,2.19647234887094,0.0431404418507219,16,"Biophysical","significant_positive"
"Receive support for conservation (1= yes)","m_intervention_recla2","Agroforestry",-0.0326143740351342,0.0563840812889463,-0.57843230375606,17,0.570556656039062,-0.151574387080373,0.0863456390101047,-0.0326143740351342,0.0563840812889463,-0.151574387080373,0.0863456390101047,-0.57843230375606,0.570556656039062,17,"Financial capital","no_significant_negative"
"Receive support for conservation (1= yes)","m_intervention_recla2","Cover crops",0.135680298933316,0.100128704990885,1.35505896082116,17,0.193132552434955,-0.0755728026447286,0.346933400511361,0.135680298933316,0.100128704990885,-0.0755728026447286,0.346933400511361,1.35505896082116,0.193132552434955,17,"Financial capital","no_significant_positive"
"Receive support for conservation (1= yes)","m_intervention_recla2","Crop rotation",0.121877591682161,0.124606216243534,0.978102018955132,17,0.3417387076574,-0.141018544443315,0.384773727807636,0.121877591682161,0.124606216243534,-0.141018544443315,0.384773727807636,0.978102018955132,0.3417387076574,17,"Financial capital","no_significant_positive"
"Receive support for conservation (1= yes)","m_intervention_recla2","Embedded seminatural habitats",0.0838896965600478,0.0860179771120643,0.975257723751818,17,0.343106883827199,-0.0975923715246951,0.265371764644791,0.0838896965600478,0.0860179771120643,-0.0975923715246951,0.265371764644791,0.975257723751818,0.343106883827199,17,"Financial capital","no_significant_positive"
"Receive support for conservation (1= yes)","m_intervention_recla2","Intercropping",0.114928239344635,0.100250867733697,1.14640642961742,17,0.267507763250351,-0.0965826030912259,0.326439081780496,0.114928239344635,0.100250867733697,-0.0965826030912259,0.326439081780496,1.14640642961742,0.267507763250351,17,"Financial capital","no_significant_positive"
"Marital status (1= married)","m_intervention_recla2","Agroforestry",-0.0155540967974431,0.0497492124771935,-0.312650110885144,11,0.760393860106951,-0.125051375185992,0.0939431815911056,-0.0155540967974431,0.0497492124771935,-0.125051375185992,0.0939431815911056,-0.312650110885144,0.760393860106951,11,"Socio-demographic","no_significant_negative"
"Marital status (1= married)","m_intervention_recla2","Combined systems",-0.0728466597314504,0.0705948913339808,-1.03189704460081,11,0.32427510845634,-0.228224967935824,0.0825316484729232,-0.0728466597314504,0.0705948913339808,-0.228224967935824,0.0825316484729232,-1.03189704460081,0.32427510845634,11,"Socio-demographic","no_significant_negative"
"Marital status (1= married)","m_intervention_recla2","Cover crops",-0.0307766015218216,0.090124254611774,-0.341490774646594,11,0.739168468771285,-0.229138748486657,0.167585545443013,-0.0307766015218216,0.090124254611774,-0.229138748486657,0.167585545443013,-0.341490774646594,0.739168468771285,11,"Socio-demographic","no_significant_negative"
"Marital status (1= married)","m_intervention_recla2","Crop rotation",-0.00593614592977651,0.0444380475419694,-0.133582509991469,11,0.896145271671982,-0.103743629113098,0.0918713372535448,-0.00593614592977651,0.0444380475419694,-0.103743629113098,0.0918713372535448,-0.133582509991469,0.896145271671982,11,"Socio-demographic","no_significant_negative"
"Marital status (1= married)","m_intervention_recla2","Embedded seminatural habitats",0.0549104306255353,0.135494962607761,0.405258096454062,11,0.693058021507491,-0.243311971341317,0.353132832592388,0.0549104306255353,0.135494962607761,-0.243311971341317,0.353132832592388,0.405258096454062,0.693058021507491,11,"Socio-demographic","no_significant_positive"
"Marital status (1= married)","m_intervention_recla2","Fallow",0.0628760713125972,0.101217461755879,0.621197866670915,11,0.547126291178712,-0.159902059954236,0.285654202579431,0.0628760713125972,0.101217461755879,-0.159902059954236,0.285654202579431,0.621197866670915,0.547126291178712,11,"Socio-demographic","no_significant_positive"
"Marital status (1= married)","m_intervention_recla2","Intercropping",0.0832741158250305,0.0529967877052162,1.57130496829781,11,0.144412491717902,-0.0333710274466774,0.199919259096738,0.0832741158250305,0.0529967877052162,-0.0333710274466774,0.199919259096738,1.57130496829781,0.144412491717902,11,"Socio-demographic","no_significant_positive"
"Non-farm income (continuous)","m_intervention_recla2","Agro-silvopasture",-0.244948974278318,0.297618784906951,-0.8230292800735,15,0.423383443340255,-0.879308398118291,0.389410449561655,-0.244948974278318,0.297618784906951,-0.879308398118291,0.389410449561655,-0.8230292800735,0.423383443340255,15,"Financial capital","no_significant_negative"
"Non-farm income (continuous)","m_intervention_recla2","Agroforestry",0.0916060101789104,0.0937273336191627,0.977367077902037,15,0.34388802457392,-0.108169072470183,0.291381092828004,0.0916060101789104,0.0937273336191627,-0.108169072470183,0.291381092828004,0.977367077902037,0.34388802457392,15,"Financial capital","no_significant_positive"
"Non-farm income (continuous)","m_intervention_recla2","Cover crops",0.573922851086266,0.20898146943613,2.74628584359567,15,0.0149978404025493,0.128489393026213,1.01935630914632,0.573922851086266,0.20898146943613,0.128489393026213,1.01935630914632,2.74628584359567,0.0149978404025493,15,"Financial capital","significant_positive"
"Non-farm income (continuous)","m_intervention_recla2","Crop rotation",0.321368790191289,0.145446222250635,2.2095368667431,15,0.0431033695571381,0.0113575058717864,0.631380074510793,0.321368790191289,0.145446222250635,0.0113575058717864,0.631380074510793,2.2095368667431,0.0431033695571381,15,"Financial capital","significant_positive"
"Non-farm income (continuous)","m_intervention_recla2","Embedded seminatural habitats",-0.0178335636010375,0.175992648958539,-0.101331298247797,15,0.920629570907908,-0.392953015245577,0.357285888043502,-0.0178335636010375,0.175992648958539,-0.392953015245577,0.357285888043502,-0.101331298247797,0.920629570907908,15,"Financial capital","no_significant_negative"
"Non-farm income (continuous)","m_intervention_recla2","Intercropping",0.00678268378677608,0.29613642533068,0.0229039159205161,15,0.9820288282898,-0.624417165407998,0.63798253298155,0.00678268378677608,0.29613642533068,-0.624417165407998,0.63798253298155,0.0229039159205161,0.9820288282898,15,"Financial capital","no_significant_positive"
"Gender (1= male)","m_mean_farm_size_ha","intrcpt",-0.00837602010681296,0.0206115797473152,-0.406374485095156,104,0.685302466903294,-0.049249556225851,0.0324975160122251,-0.00837602010681296,0.0206115797473152,-0.049249556225851,0.0324975160122251,-0.406374485095156,0.685302466903294,104,"Socio-demographic","no_significant_negative"
"Gender (1= male)","m_mean_farm_size_ha","",0.000137419017678291,0.000341153230808099,0.402807317265567,104,0.68791679579163,-0.000539100641295334,0.000813938676651917,0.000137419017678291,0.000341153230808099,-0.000539100641295334,0.000813938676651917,0.402807317265567,0.68791679579163,104,"Socio-demographic","no_significant_positive"
"Age (continuous)","m_mean_farm_size_ha","intrcpt",-0.00780308228063966,0.0197532487447068,-0.395027794237169,121,0.69351787826571,-0.0469098483371649,0.0313036837758855,-0.00780308228063966,0.0197532487447068,-0.0469098483371649,0.0313036837758855,-0.395027794237169,0.69351787826571,121,"Socio-demographic","no_significant_negative"
"Age (continuous)","m_mean_farm_size_ha","",0.000101976066246398,0.000114038930374001,0.89422152515775,121,0.372978617301066,-0.000123794075622923,0.000327746208115719,0.000101976066246398,0.000114038930374001,-0.000123794075622923,0.000327746208115719,0.89422152515775,0.372978617301066,121,"Socio-demographic","no_significant_positive"
"Education (continuous)","m_mean_farm_size_ha","intrcpt",0.0451212870453446,0.0225181925751976,2.00377036898792,100,0.0477996403149371,0.000445834327524167,0.0897967397631651,0.0451212870453446,0.0225181925751976,0.000445834327524167,0.0897967397631651,2.00377036898792,0.0477996403149371,100,"Socio-demographic","significant_positive"
"Education (continuous)","m_mean_farm_size_ha","",4.64333990894466e-05,0.000160710116762828,0.288926422460211,100,0.773235785294651,-0.000272410895306598,0.000365277693485491,4.64333990894466e-05,0.000160710116762828,-0.000272410895306598,0.000365277693485491,0.288926422460211,0.773235785294651,100,"Socio-demographic","no_significant_positive"
"Access to non-farm income (1= yes)","m_mean_farm_size_ha","intrcpt",0.0339771162019978,0.0159600980795302,2.12887890993449,52,0.0380204032876131,0.00195083638223734,0.0660033960217583,0.0339771162019978,0.0159600980795302,0.00195083638223734,0.0660033960217583,2.12887890993449,0.0380204032876131,52,"Financial capital","significant_positive"
"Access to non-farm income (1= yes)","m_mean_farm_size_ha","",-3.66585820339696e-05,0.000152068144355655,-0.241066807182397,52,0.810451346509415,-0.000341805638056904,0.000268488473988965,-3.66585820339696e-05,0.000152068144355655,-0.000341805638056904,0.000268488473988965,-0.241066807182397,0.810451346509415,52,"Financial capital","no_significant_negative"
"Extension frequency (number of contacts)","m_mean_farm_size_ha","intrcpt",0.251982109840083,0.0814932954778329,3.09205939412065,17,0.00661614010726852,0.0800462855519778,0.423917934128188,0.251982109840083,0.0814932954778329,0.0800462855519778,0.423917934128188,3.09205939412065,0.00661614010726852,17,"Technical information","significant_positive"
"Extension frequency (number of contacts)","m_mean_farm_size_ha","",-0.00125350173076202,0.00192026382369492,-0.652775788042531,17,0.522631238009762,-0.00530490425954333,0.0027979007980193,-0.00125350173076202,0.00192026382369492,-0.00530490425954333,0.0027979007980193,-0.652775788042531,0.522631238009762,17,"Technical information","no_significant_negative"
"Access to irrigation (1= yes)","m_mean_farm_size_ha","intrcpt",-0.114807053229096,0.100564583331457,-1.14162510722782,12,0.275879496028547,-0.333918457601813,0.104304351143622,-0.114807053229096,0.100564583331457,-0.333918457601813,0.104304351143622,-1.14162510722782,0.275879496028547,12,"Physical capital","no_significant_negative"
"Access to irrigation (1= yes)","m_mean_farm_size_ha","",0.00344424130426466,0.00527892931370294,0.652450733773639,12,0.526411784756902,-0.00805755761133773,0.0149460402198671,0.00344424130426466,0.00527892931370294,-0.00805755761133773,0.0149460402198671,0.652450733773639,0.526411784756902,12,"Physical capital","no_significant_positive"
"Household is native (1= yes)","m_mean_farm_size_ha","intrcpt",0.0896211572744291,0.0697344091262004,1.28517841331729,4,0.268096763698437,-0.10399260160787,0.283234916156729,0.0896211572744291,0.0697344091262004,-0.10399260160787,0.283234916156729,1.28517841331729,0.268096763698437,4,"Socio-demographic","no_significant_positive"
"Household is native (1= yes)","m_mean_farm_size_ha","",-0.000728472445076333,0.000263605962037201,-2.76349001914277,4,0.0506679224350483,-0.00146035992807548,3.41503792281072e-06,-0.000728472445076333,0.000263605962037201,-0.00146035992807548,3.41503792281072e-06,-2.76349001914277,0.0506679224350483,4,"Socio-demographic","no_significant_negative"
"Land tenure (1= owned)","m_mean_farm_size_ha","intrcpt",0.072574536374911,0.0404280807745354,1.79515166153086,52,0.0784420395260171,-0.00855034274608638,0.153699415495908,0.072574536374911,0.0404280807745354,-0.00855034274608638,0.153699415495908,1.79515166153086,0.0784420395260171,52,"Physical capital","no_significant_positive"
"Land tenure (1= owned)","m_mean_farm_size_ha","",0.000133865882640515,0.00043561478934231,0.307303346708281,52,0.759839871351562,-0.000740259142630852,0.00100799090791188,0.000133865882640515,0.00043561478934231,-0.000740259142630852,0.00100799090791188,0.307303346708281,0.759839871351562,52,"Physical capital","no_significant_positive"
"Farming experience (continuous)","m_mean_farm_size_ha","intrcpt",0.11544550406148,0.0403940761292296,2.85798104880883,50,0.00619962275361455,0.0343116143772235,0.196579393745736,0.11544550406148,0.0403940761292296,0.0343116143772235,0.196579393745736,2.85798104880883,0.00619962275361455,50,"Technical information","significant_positive"
"Farming experience (continuous)","m_mean_farm_size_ha","",-0.000441220300348665,0.000439442658789912,-1.00404521846752,50,0.32019133060437,-0.00132386685690693,0.000441426256209598,-0.000441220300348665,0.000439442658789912,-0.00132386685690693,0.000441426256209598,-1.00404521846752,0.32019133060437,50,"Technical information","no_significant_negative"
"Access to credit (1= yes)","m_mean_farm_size_ha","intrcpt",-0.0129067729841678,0.0387553661601442,-0.333031893721109,53,0.74042405295878,-0.0906401934569547,0.064826647488619,-0.0129067729841678,0.0387553661601442,-0.0906401934569547,0.064826647488619,-0.333031893721109,0.74042405295878,53,"Financial capital","no_significant_negative"
"Access to credit (1= yes)","m_mean_farm_size_ha","",-0.000337877395015157,0.00162632993558475,-0.207754519929975,53,0.836216901416179,-0.00359988215037983,0.00292412736034952,-0.000337877395015157,0.00162632993558475,-0.00359988215037983,0.00292412736034952,-0.207754519929975,0.836216901416179,53,"Financial capital","no_significant_negative"
"Access to training (1= yes)","m_mean_farm_size_ha","intrcpt",0.0732498408788722,0.0234843400915719,3.11909300381662,26,0.00439935860814218,0.0249770884735451,0.121522593284199,0.0732498408788722,0.0234843400915719,0.0249770884735451,0.121522593284199,3.11909300381662,0.00439935860814218,26,"Technical information","significant_positive"
"Access to training (1= yes)","m_mean_farm_size_ha","",-0.000977093268186427,0.00117654890628321,-0.830473993021782,26,0.41383205064245,-0.00339552418105464,0.00144133764468178,-0.000977093268186427,0.00117654890628321,-0.00339552418105464,0.00144133764468178,-0.830473993021782,0.41383205064245,26,"Technical information","no_significant_negative"
"Livestock owned (1= yes)","m_mean_farm_size_ha","intrcpt",0.00219347529458795,0.073051679933785,0.0300263497920396,20,0.976343654253513,-0.150189658808653,0.154576609397829,0.00219347529458795,0.073051679933785,-0.150189658808653,0.154576609397829,0.0300263497920396,0.976343654253513,20,"Physical capital","no_significant_positive"
"Livestock owned (1= yes)","m_mean_farm_size_ha","",1.52300988223317e-05,0.000252817860590983,0.0602413879570455,20,0.952561289132113,-0.000512138717186416,0.00054259891483108,1.52300988223317e-05,0.000252817860590983,-0.000512138717186416,0.00054259891483108,0.0602413879570455,0.952561289132113,20,"Physical capital","no_significant_positive"
"Plot size (continuous)","m_mean_farm_size_ha","intrcpt",0.259523544980946,0.138009588881183,1.88047473429095,17,0.077289227193805,-0.0316512355309458,0.550698325492838,0.259523544980946,0.138009588881183,-0.0316512355309458,0.550698325492838,1.88047473429095,0.077289227193805,17,"Physical capital","no_significant_positive"
"Plot size (continuous)","m_mean_farm_size_ha","",-0.0855003270173061,0.0701789146140104,-1.21831931268194,17,0.239741342795108,-0.23356489430538,0.0625642402707673,-0.0855003270173061,0.0701789146140104,-0.23356489430538,0.0625642402707673,-1.21831931268194,0.239741342795108,17,"Physical capital","no_significant_negative"
"Soil fertility (1= high)","m_mean_farm_size_ha","intrcpt",0.0115759173647594,0.0163503716648129,0.707991084366086,17,0.488545093163821,-0.0229203514770272,0.046072186206546,0.0115759173647594,0.0163503716648129,-0.0229203514770272,0.046072186206546,0.707991084366086,0.488545093163821,17,"Biophysical","no_significant_positive"
"Soil fertility (1= high)","m_mean_farm_size_ha","",-0.000401597078139547,0.00466295306262951,-0.0861250526748987,17,0.932373262277116,-0.0102395680883809,0.00943637393210176,-0.000401597078139547,0.00466295306262951,-0.0102395680883809,0.00943637393210176,-0.0861250526748987,0.932373262277116,17,"Biophysical","no_significant_negative"
"Relatives and friends (number)","m_mean_farm_size_ha","intrcpt",0.0496044154473194,0.0162024381480852,3.0615401826534,19,0.0064220977380834,0.0156923226633141,0.0835165082313246,0.0496044154473194,0.0162024381480852,0.0156923226633141,0.0835165082313246,3.0615401826534,0.0064220977380834,19,"Social capital","significant_positive"
"Relatives and friends (number)","m_mean_farm_size_ha","",-0.0152676996399279,0.00648269138849251,-2.35514830569133,19,0.0294171593874248,-0.0288361286533484,-0.0016992706265075,-0.0152676996399279,0.00648269138849251,-0.0288361286533484,-0.0016992706265075,-2.35514830569133,0.0294171593874248,19,"Social capital","significant_negative"
"Communicate with other farmers (1= yes)","m_mean_farm_size_ha","intrcpt",0.0720152798661884,0.0242253058451933,2.97272943947073,11,0.0126833054036255,0.0186957412022368,0.12533481853014,0.0720152798661884,0.0242253058451933,0.0186957412022368,0.12533481853014,2.97272943947073,0.0126833054036255,11,"Social capital","significant_positive"
"Communicate with other farmers (1= yes)","m_mean_farm_size_ha","",-4.71423187665589e-05,9.53226585596668e-05,-0.494555224108132,11,0.630642707005366,-0.000256946075676868,0.00016266143814375,-4.71423187665589e-05,9.53226585596668e-05,-0.000256946075676868,0.00016266143814375,-0.494555224108132,0.630642707005366,11,"Social capital","no_significant_negative"
"Use of DFS (1= yes)","m_mean_farm_size_ha","intrcpt",0.0888214853471212,0.0646616713667135,1.3736342329197,15,0.18973773794851,-0.0490016047025957,0.226644575396838,0.0888214853471212,0.0646616713667135,-0.0490016047025957,0.226644575396838,1.3736342329197,0.18973773794851,15,"Technical information","no_significant_positive"
"Use of DFS (1= yes)","m_mean_farm_size_ha","",-0.0113164625796028,0.024144243683962,-0.468702301373799,15,0.646021565875174,-0.062778699807668,0.0401457746484624,-0.0113164625796028,0.024144243683962,-0.062778699807668,0.0401457746484624,-0.468702301373799,0.646021565875174,15,"Technical information","no_significant_negative"
"Soil fertility (1= moderate)","m_mean_farm_size_ha","intrcpt",0.00855900121786818,0.0419759854348684,0.20390232961055,19,0.840597915688884,-0.0792977460048043,0.0964157484405407,0.00855900121786818,0.0419759854348684,-0.0792977460048043,0.0964157484405407,0.20390232961055,0.840597915688884,19,"Biophysical","no_significant_positive"
"Soil fertility (1= moderate)","m_mean_farm_size_ha","",-0.00408818237355612,0.0239937468917035,-0.170385325477019,19,0.866508367275114,-0.0543076717732762,0.046131307026164,-0.00408818237355612,0.0239937468917035,-0.0543076717732762,0.046131307026164,-0.170385325477019,0.866508367275114,19,"Biophysical","no_significant_negative"
"Receive support for conservation (1= yes)","m_mean_farm_size_ha","intrcpt",0.0405003971638082,0.0491392924204796,0.824195774274703,13,0.424692420802676,-0.0656585899821555,0.146659384309772,0.0405003971638082,0.0491392924204796,-0.0656585899821555,0.146659384309772,0.824195774274703,0.424692420802676,13,"Financial capital","no_significant_positive"
"Receive support for conservation (1= yes)","m_mean_farm_size_ha","",0.000695372718812366,0.000902719676235507,0.770308587614028,13,0.454888423381255,-0.00125483457529906,0.0026455800129238,0.000695372718812366,0.000902719676235507,-0.00125483457529906,0.0026455800129238,0.770308587614028,0.454888423381255,13,"Financial capital","no_significant_positive"
"Marital status (1= married)","m_mean_farm_size_ha","intrcpt",0.0335216779939786,0.0622627206676322,0.538390832179055,10,0.60208448035998,-0.105208308955942,0.172251664943899,0.0335216779939786,0.0622627206676322,-0.105208308955942,0.172251664943899,0.538390832179055,0.60208448035998,10,"Socio-demographic","no_significant_positive"
"Marital status (1= married)","m_mean_farm_size_ha","",-0.00703538418040937,0.0134994529470022,-0.521160687624137,10,0.613599634854374,-0.0371140397721857,0.023043271411367,-0.00703538418040937,0.0134994529470022,-0.0371140397721857,0.023043271411367,-0.521160687624137,0.613599634854374,10,"Socio-demographic","no_significant_negative"
"Non-farm income (continuous)","m_mean_farm_size_ha","intrcpt",0.159357390448966,0.0984701129947477,1.61833256408943,14,0.127891765946042,-0.0518399970599312,0.370554777957863,0.159357390448966,0.0984701129947477,-0.0518399970599312,0.370554777957863,1.61833256408943,0.127891765946042,14,"Financial capital","no_significant_positive"
"Non-farm income (continuous)","m_mean_farm_size_ha","",-0.000712857268932829,0.00161871409114099,-0.440384915924439,14,0.666381612647002,-0.00418465370315699,0.00275893916529133,-0.000712857268932829,0.00161871409114099,-0.00418465370315699,0.00275893916529133,-0.440384915924439,0.666381612647002,14,"Financial capital","no_significant_negative"
"Gender (1= male)","m_model_method","intrcpt",0.0200943696021364,0.0213130121914217,0.942821663200858,135,0.347456313451265,-0.0220562100135442,0.0622449492178169,0.0200943696021364,0.0213130121914217,-0.0220562100135442,0.0622449492178169,0.942821663200858,0.347456313451265,135,"Socio-demographic","no_significant_positive"
"Gender (1= male)","m_model_method","probit",-0.039825703284807,0.0318601722359714,-1.25001531661032,135,0.213456514394678,-0.1028353198674,0.0231839132977858,-0.039825703284807,0.0318601722359714,-0.1028353198674,0.0231839132977858,-1.25001531661032,0.213456514394678,135,"Socio-demographic","no_significant_negative"
"Age (continuous)","m_model_method","intrcpt",0.0128302668503625,0.0195667466070286,0.655717943715475,161,0.512941546805543,-0.0258103026784543,0.0514708363791793,0.0128302668503625,0.0195667466070286,-0.0258103026784543,0.0514708363791793,0.655717943715475,0.512941546805543,161,"Socio-demographic","no_significant_positive"
"Age (continuous)","m_model_method","other",-0.0967247338145623,0.191187232207039,-0.505916282682612,161,0.613607418962226,-0.474282827016649,0.280833359387525,-0.0967247338145623,0.191187232207039,-0.474282827016649,0.280833359387525,-0.505916282682612,0.613607418962226,161,"Socio-demographic","no_significant_negative"
"Age (continuous)","m_model_method","probit",-0.0130951377631967,0.0297636829737351,-0.439970341531742,161,0.660548645465868,-0.0718726997400636,0.0456824242136702,-0.0130951377631967,0.0297636829737351,-0.0718726997400636,0.0456824242136702,-0.439970341531742,0.660548645465868,161,"Socio-demographic","no_significant_negative"
"Education (continuous)","m_model_method","intrcpt",0.0740323926341108,0.0230396603151743,3.2132588597824,129,0.0016577733744684,0.0284478604251761,0.119616924843046,0.0740323926341108,0.0230396603151743,0.0284478604251761,0.119616924843046,3.2132588597824,0.0016577733744684,129,"Socio-demographic","significant_positive"
"Education (continuous)","m_model_method","other",-0.0948612063159466,0.193598742221061,-0.489988753168805,129,0.624974147879353,-0.477901059319893,0.288178646688,-0.0948612063159466,0.193598742221061,-0.477901059319893,0.288178646688,-0.489988753168805,0.624974147879353,129,"Socio-demographic","no_significant_negative"
"Education (continuous)","m_model_method","probit",-0.0561813559479569,0.0353761849741093,-1.5881123413696,129,0.114708985164788,-0.126174004334332,0.0138112924384184,-0.0561813559479569,0.0353761849741093,-0.126174004334332,0.0138112924384184,-1.5881123413696,0.114708985164788,129,"Socio-demographic","no_significant_negative"
"Access to non-farm income (1= yes)","m_model_method","intrcpt",0.00567685253996046,0.0190945463376122,0.297302299807891,59,0.767279996457207,-0.0325312464282939,0.0438849515082148,0.00567685253996046,0.0190945463376122,-0.0325312464282939,0.0438849515082148,0.297302299807891,0.767279996457207,59,"Financial capital","no_significant_positive"
