"article_id","model_id","main_crop","country","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","intervention_recla_detail_4","y_metric_recla","x_metric_raw","x_metric_recla","x_metric_unit_raw","x_metric_unit_recla","x_data_type","transformation_coefficient","transformation_variance_num","model_analysis_raw","m_model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","variance_ci_l","variance_ci_l_num","variance_ci_u","variance_ci_u_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","limitation_of_use_obs","factor_metric","coefficient_variance_type","model_coefficient_variance_type","t_value_pcc","b_logOR","se_logOR","m_region","m_sub_region","Developed_Developing","m_intervention_recla2","m_exact_variance_value","m_random_sample","m_mean_farm_size_ha","m_sampling_unit","m_type_data","m_av_year_assessment","factor_sub_class.x","x_metric_recla2","pcc_unit","logor_unit","n_articles","pcc","logor","pcc_factor_unit","ES_ID","yi","vi","factor_sub_class.y","AIC.three_level","AIC.within","AIC.between","LRT.pval.within","LRT.pval.between","best_model"
754,1,"Maize","Malawi","crop rotation and intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Famly size","h size","number of people","number of people","continuous","none",NA,"multinomial logit model","logit","B",-0.003,-0.003,"SE","3.4000000000000002E-2",0.034,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",27,27,2937,2937,"no limitation","h size (number of people)","B_SE","logit_B_SE",-0.0882352941176471,-0.003,0.034,"Africa","Eastern Africa","Developing regions","Combined systems",1,1,"1.3759300000000001",1,1,2010,"Socio-demographic","Household size","continuous","number of people",63,1,"1","Household size (continuous)",867,-0.00163594950962891,0.0003436407722837,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
754,1,"Maize","Malawi","crop rotation and intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Farm size","farm size","acres","ha","continuous","0.40468599999999999",0.404686,"multinomial logit model","logit","B",-0.015,-0.015,"SE","2.4E-2",0.024,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",27,27,2937,2937,"no limitation","farm size (ha)","B_SE","logit_B_SE",-0.625,-0.00607029,0.009712464,"Africa","Eastern Africa","Developing regions","Combined systems",1,1,"1.3759300000000001",1,1,2010,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",868,-0.011587213251559,0.000343550340551483,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
754,1,"Maize","Malawi","crop rotation and intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Group membership of a rural institution","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"multinomial logit model","logit","B",0.024,0.024,"SE","0.121",0.121,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",27,27,2937,2937,"no limitation","hh association member (1= yes, 0= no)","B_SE","logit_B_SE",0.198347107438017,0.024,0.121,"Africa","Eastern Africa","Developing regions","Combined systems",1,1,"1.3759300000000001",1,1,2010,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",873,0.00367748638957375,0.000343633316965844,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
754,1,"Maize","Malawi","crop rotation and intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Plot distance from home","distance farm-house","minutes","minutes","continuous","none",NA,"multinomial logit model","logit","B",-0.001,-0.001,"SE","4.0000000000000001E-3",0.004,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",27,27,2937,2937,"no limitation","distance farm-house (minutes)","B_SE","logit_B_SE",-0.25,-0.001,0.004,"Africa","Eastern Africa","Developing regions","Combined systems",1,1,"1.3759300000000001",1,1,2010,"Accessibility","Distance farm-house","continuous","minutes",9,1,"2","Distance farm-house (continuous)",876,-0.00463514668704223,0.0003436278458048,"Accessibility",-33.1386,60.2305,-18.7032,"LRT = 95.3691, p < 0.0001","LRT = 16.4354, p = 1e-04","Three-level"
754,2,"Maize","Malawi","crop rotation and intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Famly size","h size","number of people","number of people","continuous","none",NA,"multinomial logit model","logit","B",-0.023,-0.023,"SE","3.5999999999999997E-2",0.036,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",27,27,2937,2937,"no limitation","h size (number of people)","B_SE","logit_B_SE",-0.638888888888889,-0.023,0.036,"Africa","Eastern Africa","Developing regions","Combined systems",1,1,"1.3759300000000001",1,1,2010,"Socio-demographic","Household size","continuous","number of people",63,1,"1","Household size (continuous)",887,-0.0118446711465984,0.000343546194918863,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
754,2,"Maize","Malawi","crop rotation and intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Farm size","farm size","acres","ha","continuous","0.40468599999999999",0.404686,"multinomial logit model","logit","B",-0.078,-0.078,"SE","4.4999999999999998E-2",0.045,"na",NA,"na",NA,"nd",NA,"0.1",0.1,"nd",27,27,2937,2937,"no limitation","farm size (ha)","B_SE","logit_B_SE",-1.73333333333333,-0.031565508,0.01821087,"Africa","Eastern Africa","Developing regions","Combined systems",1,1,"1.3759300000000001",1,1,2010,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",888,-0.0321207792097962,0.000342933874770631,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
754,2,"Maize","Malawi","crop rotation and intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Group membership of a rural institution","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"multinomial logit model","logit","B",-0.348,-0.348,"SE","0.161",0.161,"na",NA,"na",NA,"nd",NA,"0.05",0.05,"nd",27,27,2937,2937,"no limitation","hh association member (1= yes, 0= no)","B_SE","logit_B_SE",-2.16149068322981,-0.348,0.161,"Africa","Eastern Africa","Developing regions","Combined systems",1,1,"1.3759300000000001",1,1,2010,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",893,-0.0400435926276359,0.000342541440741207,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
754,2,"Maize","Malawi","crop rotation and intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Plot distance from home","distance farm-house","minutes","minutes","continuous","none",NA,"multinomial logit model","logit","B",-0.011,-0.011,"SE","7.0000000000000001E-3",0.007,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",27,27,2937,2937,"no limitation","distance farm-house (minutes)","B_SE","logit_B_SE",-1.57142857142857,-0.011,0.007,"Africa","Eastern Africa","Developing regions","Combined systems",1,1,"1.3759300000000001",1,1,2010,"Accessibility","Distance farm-house","continuous","minutes",9,1,"2","Distance farm-house (continuous)",896,-0.0291231623390489,0.000343059932028774,"Accessibility",-33.1386,60.2305,-18.7032,"LRT = 95.3691, p < 0.0001","LRT = 16.4354, p = 1e-04","Three-level"
757,1,"Fodder crops","Ethiopia","integrated crop-livestock","na","na","na","na","diversity adoption (1=yes, 0=no)","FAMSIZE (family size)","h size","number of people","number of people","continuous","none",NA,"multinomial logit model","logit","B",-0.543,-0.543,"SE","0.27700000000000002",0.277,"na",NA,"na",NA,"nd",NA,"5.0000000000000001E-3",0.005,"nd",18,18,160,160,"no limitation","h size (number of people)","B_SE","logit_B_SE",-1.96028880866426,-0.543,0.277,"Africa","Eastern Africa","Developing regions","Agro-silvopasture",1,1,"0.43",1,1,2012,"Socio-demographic","Household size","continuous","number of people",63,1,"1","Household size (continuous)",906,-0.162881479799838,0.0066735430137439,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
757,1,"Fodder crops","Ethiopia","integrated crop-livestock","na","na","na","na","diversity adoption (1=yes, 0=no)","ONFARM Annual income in Birr from on farm activities","h on-farm income","Birr (18 Birr = 1 USD)","USD","continuous","5.5555555555555552E-2",0.0555555555555556,"multinomial logit model","logit","B",-2.91e-06,-2.91e-06,"SE","1E-3",0.001,"na",NA,"na",NA,"nd",NA,"0.995",0.995,"nd",18,18,160,160,"no limitation","h on-farm income (USD)","B_SE","logit_B_SE",-0.00291,-1.61666666666667e-07,5.55555555555556e-05,"Africa","Eastern Africa","Developing regions","Agro-silvopasture",1,1,"0.43",1,1,2012,"Financial capital","On-farm income","continuous","USD",10,1,"1","On-farm income (continuous)",912,-0.000245066201671332,0.0070422526752473,"Financial capital",-15.5528,57.906,-5.5393,"LRT = 75.4587, p < 0.0001","LRT = 12.0135, p = 5e-04","Three-level"
757,1,"Fodder crops","Ethiopia","integrated crop-livestock","na","na","na","na","diversity adoption (1=yes, 0=no)","TLU Livestock holding in TLU","units of livestock","TLU","TLU","continuous","none",NA,"multinomial logit model","logit","B",0.912,0.912,"SE","0.45800000000000002",0.458,"na",NA,"na",NA,"nd",NA,"4.5999999999999999E-2",0.046,"nd",18,18,160,160,"no limitation","units of livestock (TLU)","B_SE","logit_B_SE",1.99126637554585,0.912,0.458,"Africa","Eastern Africa","Developing regions","Agro-silvopasture",1,1,"0.43",1,1,2012,"Physical capital","Livestock units","continuous","TLU",17,1,"1","Livestock units (continuous)",913,0.16538555233851,0.00666227740068656,"Physical capital",-52.6923,-13.7226,-17.2244,"LRT = 40.9696, p < 0.0001","LRT = 37.4679, p = 0","Three-level"
757,1,"Fodder crops","Ethiopia","integrated crop-livestock","na","na","na","na","diversity adoption (1=yes, 0=no)","CLINFO","access to agricultural information","1= yes, 0= otherwise","1= yes, 0= no","categorical (binary)","none",NA,"multinomial logit model","logit","B",-1.12,-1.12,"SE","1.226",1.226,"na",NA,"na",NA,"nd",NA,"0.36799999999999999",0.368,"nd",18,18,160,160,"no limitation","access to agricultural information (1= yes, 0= no)","B_SE","logit_B_SE",-0.913539967373573,-1.12,1.226,"Africa","Eastern Africa","Developing regions","Agro-silvopasture",1,1,"0.43",1,1,2012,"Technical information","Access to information","1= yes","1= yes",20,1,"1","Access to information (1= yes)",916,-0.0767072700542039,0.00695962402084358,"Technical information",-12.918,97.5666,0.0673,"LRT = 112.4846, p < 0.0001","LRT = 14.9853, p = 1e-04","Three-level"
761,1,"nd","Uganda","cover crops",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Group membership","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"Logit regression model","logit","B",1.67,1.67,"SE","0.8",0.8,"na",NA,"na",NA,"2.08",2.08,"0.05",0.05,"nd",14,14,106,106,"no limitation","hh association member (1= yes, 0= no)","B_SE","logit_B_SE",2.0875,1.67,0.8,"Africa","Eastern Africa","Developing regions","Cover crops",1,0,"1.5",1,1,NA,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",917,0.213770956298804,0.0098988289747683,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
761,1,"nd","Uganda","cover crops",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Size of land","farm size","hectares","ha","continuous","none",NA,"Logit regression model","logit","B",-1.38,-1.38,"SE","2.06",2.06,"na",NA,"na",NA,"-0.67",-0.67,"nd",NA,"nd",14,14,106,106,"no limitation","farm size (ha)","B_SE","logit_B_SE",-0.669902912621359,-1.38,2.06,"Africa","Eastern Africa","Developing regions","Cover crops",1,0,"1.5",1,1,NA,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",921,-0.0700523859898079,0.010763145743354,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
773,1,"nd","Ethiopia","agroforestry","tree planting",NA,NA,NA,"diversity adoption (1=yes, 0=no)","Family size","h size","number of people","number of people","continuous","none",NA,"random effects logit models","logit","B",0.154,0.154,"Z","4.55",4.55,"na",NA,"na",NA,"4.55",4.55,"0.01",0.01,"nd",17,17,4131,4131,"no limitation","h size (number of people)","B_Z","logit_B_Z",4.55,0.154,0.0338461538461538,"Africa","Eastern Africa","Developing regions","Agroforestry",1,1,"1",0,1,2002,"Socio-demographic","Household size","continuous","number of people",63,1,"1","Household size (continuous)",925,0.0707687928956672,0.000240643810936379,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
773,1,"nd","Ethiopia","agroforestry","tree planting",NA,NA,NA,"diversity adoption (1=yes, 0=no)","Livestock owned (in TLUs)","units of livestock","TLU","TLU","continuous","none",NA,"random effects logit models","logit","B",0.109,0.109,"Z","44.28",44.28,"na",NA,"na",NA,"44.28",44.28,"0.01",0.01,"nd",17,17,4131,4131,"no limitation","units of livestock (TLU)","B_Z","logit_B_Z",44.28,0.109,0.00246160794941283,"Africa","Eastern Africa","Developing regions","Agroforestry",1,1,"1",0,1,2002,"Physical capital","Livestock units","continuous","TLU",17,1,"1","Livestock units (continuous)",926,0.568172599731324,0.000111466361882644,"Physical capital",-52.6923,-13.7226,-17.2244,"LRT = 40.9696, p < 0.0001","LRT = 37.4679, p = 0","Three-level"
773,1,"nd","Ethiopia","agroforestry","tree planting",NA,NA,NA,"diversity adoption (1=yes, 0=no)","Land size in hectares","farm size","ha","ha","continuous","none",NA,"random effects logit models","logit","B",0.412,0.412,"Z","5.36",5.36,"na",NA,"na",NA,"5.36",5.36,"0.01",0.01,"nd",17,17,4131,4131,"no limitation","farm size (ha)","B_Z","logit_B_Z",5.36,0.412,0.076865671641791,"Africa","Eastern Africa","Developing regions","Agroforestry",1,1,"1",0,1,2002,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",927,0.08328636708949,0.000239711929702584,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
779,1,"nd","Malawi","integrated aquaculture-agriculture",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Access to Extension dummy (access = 1)","access to agricultural extension","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"logit regression model","logit","B",1.01,1.01,"SE","0.27",0.27,"na",NA,"na",NA,"nd",NA,"0.01",0.01,"nd",10,10,315,315,"no limitation","access to agricultural extension (1= yes, 0= no)","B_SE","logit_B_SE",3.74074074074074,1.01,0.27,"Africa","Eastern Africa","Developing regions","Agro-aquaculture",1,1,"1.9",1,1,2004,"Technical information","Access to extension","1= yes","1= yes",53,1,"1","Access to extension (1= yes)",932,0.209772586536828,0.00299648302703403,"Technical information",-67.7807,-50.9383,-39.2178,"LRT = 18.8424, p < 0.0001","LRT = 30.5629, p = 0","Three-level"
779,1,"nd","Malawi","integrated aquaculture-agriculture",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Land area (hectare)","farm size","hectare","ha","continuous","none",NA,"logit regression model","logit","B",0.3,0.3,"SE","0.13",0.13,"na",NA,"na",NA,"nd",NA,"0.05",0.05,"nd",10,10,315,315,"no limitation","farm size (ha)","B_SE","logit_B_SE",2.30769230769231,0.3,0.13,"Africa","Eastern Africa","Developing regions","Agro-aquaculture",1,1,"1.9",1,1,2004,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",934,0.131210950051515,0.00316676647416625,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
779,1,"nd","Malawi","integrated aquaculture-agriculture",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Person-land ratio (number/hectare)","h size","number of people/hectare","number of people/ha","continuous","none",NA,"logit regression model","logit","B",-0.01,-0.01,"SE","0.02",0.02,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",10,10,315,315,"no limitation","h size (number of people/ha)","B_SE","logit_B_SE",-0.5,-0.01,0.02,"Africa","Eastern Africa","Developing regions","Agro-aquaculture",1,1,"1.9",1,1,2004,"Socio-demographic","Household size","continuous",NA,2,1,"-","Household size (continuous)",935,-0.0286651824856408,0.0032733025895246,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
788,1,"nd","Ethiopia","agroforestry","tree planting",NA,NA,NA,"diversity adoption (1=yes, 0=no)","Farm size in hectares","farm size","ha","ha","continuous","none",NA,"Multinomial Logit Model","logit","B",0.9027755,0.9027755,"P","0.41",0.41,"na",NA,"na",NA,"nd",NA,"0.41",0.41,"nd",18,18,109,109,"no limitation","farm size (ha)","B_P","logit_B_P",0.823893630338558,0.9027755,1.09574278372443,"Africa","Eastern Africa","Developing regions","Agroforestry",1,1,"1.24",1,1,2012,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",942,0.0865203487677934,0.0108251043435377,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
788,1,"nd","Ethiopia","agroforestry","tree planting",NA,NA,NA,"diversity adoption (1=yes, 0=no)","Access to extension services","access to agricultural extension","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"Multinomial Logit Model","logit","B",0.9831508,0.9831508,"P","0.52600000000000002",0.526,"na",NA,"na",NA,"nd",NA,"0.52600000000000002",0.526,"nd",18,18,109,109,"no limitation","access to agricultural extension (1= yes, 0= no)","B_P","logit_B_P",0.63412384852177,0.9831508,1.55040817703334,"Africa","Eastern Africa","Developing regions","Agroforestry",1,1,"1.24",1,1,2012,"Technical information","Access to extension","1= yes","1= yes",53,1,"1","Access to extension (1= yes)",946,0.0666936975676433,0.0108914690829895,"Technical information",-67.7807,-50.9383,-39.2178,"LRT = 18.8424, p < 0.0001","LRT = 30.5629, p = 0","Three-level"
788,1,"nd","Ethiopia","agroforestry","tree planting",NA,NA,NA,"diversity adoption (1=yes, 0=no)","Distance from selling market","distance to market","hours","minutes","continuous","60",60,"Multinomial Logit Model","logit","B",-375467,-375467,"P","0.13500000000000001",0.135,"na",NA,"na",NA,"nd",NA,"0.13500000000000001",0.135,"nd",18,18,109,109,"no limitation","distance to market (minutes)","B_P","logit_B_P",-1.49467224980662,-22528020,15072213.9940142,"Africa","Eastern Africa","Developing regions","Agroforestry",1,1,"1.24",1,1,2012,"Accessibility","Distance market","continuous","minutes",6,1,"2","Distance market (continuous)",947,-0.155632517791611,0.010463117790482,"Accessibility",3.1385,318.8201,6.8742,"LRT = 317.6816, p < 0.0001","LRT = 5.7357, p = 0.0166","Three-level"
788,1,"nd","Ethiopia","agroforestry","tree planting",NA,NA,NA,"diversity adoption (1=yes, 0=no)","Family size","h size","number of people","number of people","continuous","none",NA,"Multinomial Logit Model","logit","B",-0.1358245,-0.1358245,"P","0.58699999999999997",0.587,"na",NA,"na",NA,"nd",NA,"0.58699999999999997",0.587,"nd",18,18,109,109,"no limitation","h size (number of people)","B_P","logit_B_P",-0.543188534421109,-0.1358245,0.250050381024246,"Africa","Eastern Africa","Developing regions","Agroforestry",1,1,"1.24",1,1,2012,"Socio-demographic","Household size","continuous","number of people",63,1,"1","Household size (continuous)",949,-0.0571634739309622,0.0109173115617159,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
788,1,"nd","Ethiopia","agroforestry","tree planting",NA,NA,NA,"diversity adoption (1=yes, 0=no)","Livestock ownership (TLU)","units of livestock","TLU","TLU","continuous","none",NA,"Multinomial Logit Model","logit","B",-0.2087889,-0.2087889,"P","0.54900000000000004",0.549,"na",NA,"na",NA,"nd",NA,"0.54900000000000004",0.549,"nd",18,18,109,109,"no limitation","units of livestock (TLU)","B_P","logit_B_P",-0.599259276137027,-0.2087889,0.348411628011676,"Africa","Eastern Africa","Developing regions","Agroforestry",1,1,"1.24",1,1,2012,"Physical capital","Livestock units","continuous","TLU",17,1,"1","Livestock units (continuous)",951,-0.0630418267300083,0.0109018379231029,"Physical capital",-52.6923,-13.7226,-17.2244,"LRT = 40.9696, p < 0.0001","LRT = 37.4679, p = 0","Three-level"
792,1,"Maize","Tanzania","intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Family size","h size","number of people","number of people","continuous","none",NA,"recursive bivariate probit","probit","B",0.11,0.11,"SE","0.06",0.06,"na",NA,"na",NA,"nd",NA,"0.05",0.05,"nd",22,22,613,613,"no limitation","h size (number of people)","B_SE","probit_B_SE",1.83333333333333,0.176,0.096,"Africa","Eastern Africa","Developing regions","Intercropping",1,1,"5.4399999999999995",1,1,2008,"Socio-demographic","Household size","continuous","number of people",63,1,"1","Household size (continuous)",953,0.0752630640765713,0.00167293236761133,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
792,1,"Maize","Tanzania","intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Land per capita","farm size","ha","ha","continuous","none",NA,"recursive bivariate probit","probit","B",0.32,0.32,"SE","0.25",0.25,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",22,22,613,613,"no limitation","farm size (ha)","B_SE","probit_B_SE",1.28,0.512,0.4,"Africa","Eastern Africa","Developing regions","Intercropping",1,1,"5.4399999999999995",1,1,2008,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",954,0.0526237499703311,0.00168268891822989,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
792,1,"Maize","Tanzania","intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Log of distance to the main market","distance to market","log(km)","log(km)","continuous","none",NA,"recursive bivariate probit","probit","B",-0.05,-0.05,"SE","0.12",0.12,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",22,22,613,613,"no limitation","distance to market (log(km))","B_SE","probit_B_SE",-0.416666666666667,-0.08,0.192,"Africa","Eastern Africa","Developing regions","Intercropping",1,1,"5.4399999999999995",1,1,2008,"Accessibility","Distance market","continuous",NA,1,1,"-","Distance market (continuous)",955,-0.0171513719373699,0.0016910520260864,"Accessibility",3.1385,318.8201,6.8742,"LRT = 317.6816, p < 0.0001","LRT = 5.7357, p = 0.0166","Three-level"
792,1,"Maize","Tanzania","intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Member of farmer group","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"recursive bivariate probit","probit","B",-0.16,-0.16,"SE","0.23",0.23,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",22,22,613,613,"no limitation","hh association member (1= yes, 0= no)","B_SE","probit_B_SE",-0.695652173913043,-0.256,0.368,"Africa","Eastern Africa","Developing regions","Intercropping",1,1,"5.4399999999999995",1,1,2008,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",956,-0.0286278085722687,0.00168927507414084,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
792,2,"Pigeonpea","Tanzania","intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Family size","h size","number of people","number of people","continuous","none",NA,"recursive bivariate probit","probit","B",0.08,0.08,"SE","0.04",0.04,"na",NA,"na",NA,"nd",NA,"0.05",0.05,"nd",23,23,613,613,"no limitation","h size (number of people)","B_SE","probit_B_SE",2,0.128,0.064,"Africa","Eastern Africa","Developing regions","Intercropping",1,1,"5.4399999999999995",1,1,2008,"Socio-demographic","Household size","continuous","number of people",63,1,"1","Household size (continuous)",960,0.0821301562353182,0.00167212673693158,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
792,2,"Pigeonpea","Tanzania","intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Land per capita","farm size","ha","ha","continuous","none",NA,"recursive bivariate probit","probit","B",0.14,0.14,"SE","0.12",0.12,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",23,23,613,613,"no limitation","farm size (ha)","B_SE","probit_B_SE",1.16666666666667,0.224,0.192,"Africa","Eastern Africa","Developing regions","Intercropping",1,1,"5.4399999999999995",1,1,2008,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",961,0.0480162145796667,0.00168710881672428,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
792,2,"Pigeonpea","Tanzania","intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Log of distance to the main market","distance to market","log(km)","log(km)","continuous","none",NA,"recursive bivariate probit","probit","B",-0.22,-0.22,"SE","0.1",0.1,"na",NA,"na",NA,"nd",NA,"0.05",0.05,"nd",23,23,613,613,"no limitation","distance to market (log(km))","B_SE","probit_B_SE",-2.2,-0.352,0.16,"Africa","Eastern Africa","Developing regions","Intercropping",1,1,"5.4399999999999995",1,1,2008,"Accessibility","Distance market","continuous",NA,1,1,"-","Distance market (continuous)",962,-0.0902792530256865,0.00166739956109467,"Accessibility",3.1385,318.8201,6.8742,"LRT = 317.6816, p < 0.0001","LRT = 5.7357, p = 0.0166","Three-level"
792,2,"Pigeonpea","Tanzania","intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Member of farmer group","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"recursive bivariate probit","probit","B",-0.2,-0.2,"SE","0.19",0.19,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",23,23,613,613,"no limitation","hh association member (1= yes, 0= no)","B_SE","probit_B_SE",-1.05263157894737,-0.32,0.304,"Africa","Eastern Africa","Developing regions","Intercropping",1,1,"5.4399999999999995",1,1,2008,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",963,-0.043332189258273,0.00168855621766982,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
798,1,"nd","India","agroforestry","homegarden",NA,NA,NA,"diversity adoption (1=yes, 0=no)","Aware:  household's awareness of agroforestry","awareness of SFP or DFS","1= the household scored more than 7 points in the awareness index; 0= otherwise","1= yes, 0= no","categorical (binary)","none",NA,"logit regression model","logit","B",0.2067,0.2067,"T","0.61299999999999999",0.613,"na",NA,"na",NA,"0.61299999999999999",0.613,"nd",NA,"nd",5,5,175,175,"no limitation","awareness of SFP or DFS (1= yes, 0= no)","B_T","logit_B_T",0.613,0.2067,0.337194127243067,"Asia","Southern Asia","Developing regions","Agroforestry",1,1,"nd",1,1,1988,"Technical information","Awareness of practice","1= yes","1= yes",9,1,"1","Awareness of practice (1= yes)",968,0.0471015104737102,0.00585628127880264,"Technical information",0.0837,7.965,9.237,"LRT = 9.8813, p = 0.0017","LRT = 11.1533, p = 8e-04","Three-level"
