"moderator","factor_sub_class","pcc_factor_unit","moderator_class","beta","ci.lb","ci.ub","tval","df","pval","f_test","significance2","significance"
"m_sub_region","Physical capital","Livestock owned (1= yes)","Middle Africa",0.0917,-0.2682,0.4516,0.5317,20,0.6008,"QM (7, 20) = 0.1012, p =0.9976","no_significant_positive","0.6008"
"m_sub_region","Physical capital","Livestock owned (1= yes)","Northern America",-0.0106,-0.233,0.2118,-0.0997,20,0.9216,"QM (7, 20) = 0.1012, p =0.9976","no_significant_negative","0.9216"
"m_sub_region","Physical capital","Livestock owned (1= yes)","South-eastern Asia",0.0513,-0.2589,0.3615,0.3449,20,0.7337,"QM (7, 20) = 0.1012, p =0.9976","no_significant_positive","0.7337"
"m_sub_region","Physical capital","Livestock owned (1= yes)","Southern Asia",-0.0673,-0.4222,0.2876,-0.3956,20,0.6966,"QM (7, 20) = 0.1012, p =0.9976","no_significant_negative","0.6966"
"m_sub_region","Physical capital","Plot size (continuous)","Eastern Africa",0.1291,-0.021,0.2791,1.8147,17,0.0873,"QM (4, 17) = 5.1308, p =0.0067","no_significant_positive","0.0873"
"m_sub_region","Physical capital","Plot size (continuous)","South-eastern Asia",-0.0711,-0.2872,0.1451,-0.6934,17,0.4974,"QM (4, 17) = 5.1308, p =0.0067","no_significant_negative","0.4974"
"m_sub_region","Physical capital","Plot size (continuous)","Southern Asia",-0.0345,-0.3981,0.3292,-0.1999,17,0.8439,"QM (4, 17) = 5.1308, p =0.0067","no_significant_negative","0.8439"
"m_sub_region","Physical capital","Plot size (continuous)","Western Africa",0.9927,0.4803,1.5051,4.0877,17,8e-04,"QM (4, 17) = 5.1308, p =0.0067","significant_positive","8e-04***"
"m_sub_region","Biophysical","Soil fertility (1= high)","Eastern Africa",-0.003,-0.023,0.0169,-0.3213,17,0.7519,"QM (3, 17) = 4.6993, p =0.0144","no_significant_negative","0.7519"
"m_sub_region","Biophysical","Soil fertility (1= high)","South-eastern Asia",0.0019,-0.0112,0.015,0.3058,17,0.7635,"QM (3, 17) = 4.6993, p =0.0144","no_significant_positive","0.7635"
"m_sub_region","Biophysical","Soil fertility (1= high)","Southern Asia",0.0761,0.033,0.1191,3.7284,17,0.0017,"QM (3, 17) = 4.6993, p =0.0144","significant_positive","0.0017**"
"m_sub_region","Social capital","Relatives and friends (number)","Eastern Africa",0.0241,0.0081,0.04,3.1598,19,0.0052,"QM (2, 19) = 5.2451, p =0.0154","significant_positive","0.0052**"
"m_sub_region","Social capital","Relatives and friends (number)","South-eastern Asia",-0.0086,-0.034,0.0168,-0.7112,19,0.4856,"QM (2, 19) = 5.2451, p =0.0154","no_significant_negative","0.4856"
"m_sub_region","Social capital","Communicate with other farmers (1= yes)","Eastern Africa",0.143,0.0882,0.1977,5.6895,12,1e-04,"QM (4, 12) = 10.7009, p =6e-04","significant_positive","1e-04***"
"m_sub_region","Social capital","Communicate with other farmers (1= yes)","Northern America",0.0396,-0.0232,0.1023,1.3735,12,0.1947,"QM (4, 12) = 10.7009, p =6e-04","no_significant_positive","0.1947"
"m_sub_region","Social capital","Communicate with other farmers (1= yes)","South-eastern Asia",0.0114,-0.0353,0.0581,0.5327,12,0.604,"QM (4, 12) = 10.7009, p =6e-04","no_significant_positive","0.604"
"m_sub_region","Social capital","Communicate with other farmers (1= yes)","Southern Asia",0.0876,0.0212,0.154,2.8746,12,0.014,"QM (4, 12) = 10.7009, p =6e-04","significant_positive","0.014*"
"m_sub_region","Technical information","Use of DFS (1= yes)","Eastern Africa",0.0092,-0.1044,0.1227,0.1702,17,0.8669,"QM (5, 17) = 1.3955, p =0.2753","no_significant_positive","0.8669"
"m_sub_region","Technical information","Use of DFS (1= yes)","Middle Africa",0.0091,-0.1939,0.212,0.0942,17,0.926,"QM (5, 17) = 1.3955, p =0.2753","no_significant_positive","0.926"
"m_sub_region","Technical information","Use of DFS (1= yes)","Northern America",0.1672,-0.0726,0.4069,1.471,17,0.1596,"QM (5, 17) = 1.3955, p =0.2753","no_significant_positive","0.1596"
"m_sub_region","Technical information","Use of DFS (1= yes)","South-eastern Asia",0.1492,-0.207,0.5054,0.8838,17,0.3892,"QM (5, 17) = 1.3955, p =0.2753","no_significant_positive","0.3892"
"m_sub_region","Technical information","Use of DFS (1= yes)","Western Africa",0.1345,-0.0075,0.2764,1.9987,17,0.0619,"QM (5, 17) = 1.3955, p =0.2753","no_significant_positive","0.0619"
"m_sub_region","Financial capital","Receive support for conservation (1= yes)","Eastern Africa",0.0293,-0.1141,0.1727,0.436,15,0.669,"QM (7, 15) = 3.2409, p =0.0265","no_significant_positive","0.669"
"m_sub_region","Financial capital","Receive support for conservation (1= yes)","Middle Africa",0.0124,-0.1471,0.172,0.1661,15,0.8703,"QM (7, 15) = 3.2409, p =0.0265","no_significant_positive","0.8703"
"m_sub_region","Financial capital","Receive support for conservation (1= yes)","Northern Africa",0.01,-0.1895,0.2096,0.1073,15,0.9159,"QM (7, 15) = 3.2409, p =0.0265","no_significant_positive","0.9159"
"m_sub_region","Financial capital","Receive support for conservation (1= yes)","Northern America",0.0572,-0.047,0.1614,1.1696,15,0.2604,"QM (7, 15) = 3.2409, p =0.0265","no_significant_positive","0.2604"
"m_sub_region","Financial capital","Receive support for conservation (1= yes)","South-eastern Asia",0.2313,-0.0471,0.5097,1.7709,15,0.0969,"QM (7, 15) = 3.2409, p =0.0265","no_significant_positive","0.0969"
"m_sub_region","Financial capital","Receive support for conservation (1= yes)","Southern Asia",-0.2447,-0.4387,-0.0507,-2.6884,15,0.0168,"QM (7, 15) = 3.2409, p =0.0265","significant_negative","0.0168*"
"m_sub_region","Financial capital","Receive support for conservation (1= yes)","Southern Europe",0.277,0.0967,0.4573,3.275,15,0.0051,"QM (7, 15) = 3.2409, p =0.0265","significant_positive","0.0051**"
"m_sub_region","Socio-demographic","Marital status (1= married)","Eastern Africa",-1e-04,-0.0703,0.07,-0.0043,14,0.9967,"QM (4, 14) = 0.5567, p =0.6977","no_significant_negative","0.9967"
"m_sub_region","Socio-demographic","Marital status (1= married)","Middle Africa",0.1369,-0.0678,0.3417,1.4345,14,0.1734,"QM (4, 14) = 0.5567, p =0.6977","no_significant_positive","0.1734"
"m_sub_region","Socio-demographic","Marital status (1= married)","South-eastern Asia",0.0103,-0.0972,0.1177,0.2048,14,0.8407,"QM (4, 14) = 0.5567, p =0.6977","no_significant_positive","0.8407"
"m_sub_region","Socio-demographic","Marital status (1= married)","Western Africa",-0.0177,-0.1245,0.089,-0.3563,14,0.7269,"QM (4, 14) = 0.5567, p =0.6977","no_significant_negative","0.7269"
"m_sub_region","Financial capital","Non-farm income (continuous)","Eastern Africa",0.0676,-0.1354,0.2706,0.7144,14,0.4867,"QM (7, 14) = 2.5151, p =0.0673","no_significant_positive","0.4867"
"m_sub_region","Financial capital","Non-farm income (continuous)","Northern Africa",0.1936,-0.4329,0.82,0.6627,14,0.5183,"QM (7, 14) = 2.5151, p =0.0673","no_significant_positive","0.5183"
"m_sub_region","Financial capital","Non-farm income (continuous)","Northern America",-0.0487,-0.6476,0.5501,-0.1746,14,0.8639,"QM (7, 14) = 2.5151, p =0.0673","no_significant_negative","0.8639"
"m_sub_region","Financial capital","Non-farm income (continuous)","South-eastern Asia",-0.0286,-0.3918,0.3346,-0.1688,14,0.8684,"QM (7, 14) = 2.5151, p =0.0673","no_significant_negative","0.8684"
"m_sub_region","Financial capital","Non-farm income (continuous)","Southern Asia",0.0071,-0.4218,0.4359,0.0354,14,0.9723,"QM (7, 14) = 2.5151, p =0.0673","no_significant_positive","0.9723"
"m_sub_region","Financial capital","Non-farm income (continuous)","Southern Europe",0.1074,-0.5221,0.737,0.366,14,0.7198,"QM (7, 14) = 2.5151, p =0.0673","no_significant_positive","0.7198"
"m_sub_region","Financial capital","Non-farm income (continuous)","Western Africa",0.5684,0.2679,0.8689,4.0573,14,0.0012,"QM (7, 14) = 2.5151, p =0.0673","significant_positive","0.0012**"
"m_intervention_recla2","Socio-demographic","Gender (1= male)","Agro-aquaculture",0.0513,-0.3214,0.4241,0.2724,127,0.7858,"QM (10, 127) = 0.5949, p =0.8157","no_significant_positive","0.7858"
"m_intervention_recla2","Socio-demographic","Gender (1= male)","Agro-silvopasture",0.0027,-0.1399,0.1452,0.0373,127,0.9703,"QM (10, 127) = 0.5949, p =0.8157","no_significant_positive","0.9703"
"m_intervention_recla2","Socio-demographic","Gender (1= male)","Agroforestry",0.0149,-0.048,0.0778,0.4699,127,0.6392,"QM (10, 127) = 0.5949, p =0.8157","no_significant_positive","0.6392"
"m_intervention_recla2","Socio-demographic","Gender (1= male)","Combined systems",0.0012,-0.0931,0.0956,0.0256,127,0.9796,"QM (10, 127) = 0.5949, p =0.8157","no_significant_positive","0.9796"
"m_intervention_recla2","Socio-demographic","Gender (1= male)","Cover crops",0.0905,-0.0525,0.2334,1.2526,127,0.2127,"QM (10, 127) = 0.5949, p =0.8157","no_significant_positive","0.2127"
"m_intervention_recla2","Socio-demographic","Gender (1= male)","Crop rotation",0.0353,-0.0345,0.1051,1.0012,127,0.3186,"QM (10, 127) = 0.5949, p =0.8157","no_significant_positive","0.3186"
"m_intervention_recla2","Socio-demographic","Gender (1= male)","Embedded seminatural habitats",-0.0419,-0.1498,0.0659,-0.7691,127,0.4432,"QM (10, 127) = 0.5949, p =0.8157","no_significant_negative","0.4432"
"m_intervention_recla2","Socio-demographic","Gender (1= male)","Fallow",0.0047,-0.1266,0.136,0.0714,127,0.9432,"QM (10, 127) = 0.5949, p =0.8157","no_significant_positive","0.9432"
"m_intervention_recla2","Socio-demographic","Gender (1= male)","Intercropping",-0.0609,-0.1389,0.017,-1.5475,127,0.1242,"QM (10, 127) = 0.5949, p =0.8157","no_significant_negative","0.1242"
"m_intervention_recla2","Socio-demographic","Gender (1= male)","Rotational grazing",-0.056,-0.427,0.3149,-0.2989,127,0.7655,"QM (10, 127) = 0.5949, p =0.8157","no_significant_negative","0.7655"
"m_intervention_recla2","Socio-demographic","Age (continuous)","Agro-aquaculture",0.114,-0.2644,0.4924,0.595,154,0.5527,"QM (10, 154) = 0.1402, p =0.9991","no_significant_positive","0.5527"
"m_intervention_recla2","Socio-demographic","Age (continuous)","Agro-silvopasture",0.0108,-0.1463,0.168,0.1364,154,0.8917,"QM (10, 154) = 0.1402, p =0.9991","no_significant_positive","0.8917"
"m_intervention_recla2","Socio-demographic","Age (continuous)","Agroforestry",-0.0123,-0.069,0.0444,-0.428,154,0.6693,"QM (10, 154) = 0.1402, p =0.9991","no_significant_negative","0.6693"
"m_intervention_recla2","Socio-demographic","Age (continuous)","Combined systems",0.0114,-0.0874,0.1103,0.2281,154,0.8199,"QM (10, 154) = 0.1402, p =0.9991","no_significant_positive","0.8199"
"m_intervention_recla2","Socio-demographic","Age (continuous)","Cover crops",0.0161,-0.0739,0.1062,0.3542,154,0.7237,"QM (10, 154) = 0.1402, p =0.9991","no_significant_positive","0.7237"
"m_intervention_recla2","Socio-demographic","Age (continuous)","Crop rotation",0.003,-0.0596,0.0656,0.0947,154,0.9247,"QM (10, 154) = 0.1402, p =0.9991","no_significant_positive","0.9247"
"m_intervention_recla2","Socio-demographic","Age (continuous)","Embedded seminatural habitats",0.0296,-0.0634,0.1226,0.6286,154,0.5306,"QM (10, 154) = 0.1402, p =0.9991","no_significant_positive","0.5306"
"m_intervention_recla2","Socio-demographic","Age (continuous)","Fallow",0.0124,-0.1546,0.1794,0.1467,154,0.8836,"QM (10, 154) = 0.1402, p =0.9991","no_significant_positive","0.8836"
"m_intervention_recla2","Socio-demographic","Age (continuous)","Intercropping",0.0116,-0.0739,0.0971,0.2684,154,0.7888,"QM (10, 154) = 0.1402, p =0.9991","no_significant_positive","0.7888"
"m_intervention_recla2","Socio-demographic","Age (continuous)","Rotational grazing",0.0558,-0.2106,0.3223,0.4139,154,0.6795,"QM (10, 154) = 0.1402, p =0.9991","no_significant_positive","0.6795"
"m_intervention_recla2","Socio-demographic","Education (continuous)","Agro-aquaculture",-0.0762,-0.4726,0.3201,-0.3809,122,0.704,"QM (10, 122) = 1.6006, p =0.1141","no_significant_negative","0.704"
"m_intervention_recla2","Socio-demographic","Education (continuous)","Agro-silvopasture",-0.0045,-0.1593,0.1503,-0.0573,122,0.9544,"QM (10, 122) = 1.6006, p =0.1141","no_significant_negative","0.9544"
"m_intervention_recla2","Socio-demographic","Education (continuous)","Agroforestry",0.1059,0.0414,0.1703,3.2526,122,0.0015,"QM (10, 122) = 1.6006, p =0.1141","significant_positive","0.0015**"
"m_intervention_recla2","Socio-demographic","Education (continuous)","Combined systems",0.0238,-0.1127,0.1603,0.3452,122,0.7305,"QM (10, 122) = 1.6006, p =0.1141","no_significant_positive","0.7305"
"m_intervention_recla2","Socio-demographic","Education (continuous)","Cover crops",0.1412,0.0073,0.2751,2.0871,122,0.039,"QM (10, 122) = 1.6006, p =0.1141","significant_positive","0.039*"
"m_intervention_recla2","Socio-demographic","Education (continuous)","Crop rotation",0.0141,-0.0557,0.084,0.4006,122,0.6894,"QM (10, 122) = 1.6006, p =0.1141","no_significant_positive","0.6894"
"m_intervention_recla2","Socio-demographic","Education (continuous)","Embedded seminatural habitats",0.0311,-0.0878,0.1501,0.5182,122,0.6052,"QM (10, 122) = 1.6006, p =0.1141","no_significant_positive","0.6052"
"m_intervention_recla2","Socio-demographic","Education (continuous)","Fallow",0.046,-0.1475,0.2396,0.4708,122,0.6386,"QM (10, 122) = 1.6006, p =0.1141","no_significant_positive","0.6386"
"m_intervention_recla2","Socio-demographic","Education (continuous)","Intercropping",0.0109,-0.0787,0.1005,0.2402,122,0.8105,"QM (10, 122) = 1.6006, p =0.1141","no_significant_positive","0.8105"
"m_intervention_recla2","Socio-demographic","Education (continuous)","Rotational grazing",-0.0618,-0.4595,0.3358,-0.3077,122,0.7588,"QM (10, 122) = 1.6006, p =0.1141","no_significant_negative","0.7588"
"m_intervention_recla2","Financial capital","Access to non-farm income (1= yes)","Agro-silvopasture",0.0812,-0.0882,0.2505,0.962,52,0.3405,"QM (9, 52) = 1.2108, p =0.3087","no_significant_positive","0.3405"
"m_intervention_recla2","Financial capital","Access to non-farm income (1= yes)","Agroforestry",0.0106,-0.0501,0.0713,0.3493,52,0.7282,"QM (9, 52) = 1.2108, p =0.3087","no_significant_positive","0.7282"
"m_intervention_recla2","Financial capital","Access to non-farm income (1= yes)","Combined systems",-0.01,-0.0947,0.0748,-0.236,52,0.8144,"QM (9, 52) = 1.2108, p =0.3087","no_significant_negative","0.8144"
"m_intervention_recla2","Financial capital","Access to non-farm income (1= yes)","Cover crops",-0.0155,-0.1407,0.1097,-0.2478,52,0.8052,"QM (9, 52) = 1.2108, p =0.3087","no_significant_negative","0.8052"
"m_intervention_recla2","Financial capital","Access to non-farm income (1= yes)","Crop rotation",0.0197,-0.032,0.0715,0.765,52,0.4477,"QM (9, 52) = 1.2108, p =0.3087","no_significant_positive","0.4477"
"m_intervention_recla2","Financial capital","Access to non-farm income (1= yes)","Embedded seminatural habitats",0.0487,-0.1757,0.2732,0.4358,52,0.6648,"QM (9, 52) = 1.2108, p =0.3087","no_significant_positive","0.6648"
"m_intervention_recla2","Financial capital","Access to non-farm income (1= yes)","Fallow",0.063,-0.061,0.187,1.0203,52,0.3123,"QM (9, 52) = 1.2108, p =0.3087","no_significant_positive","0.3123"
"m_intervention_recla2","Financial capital","Access to non-farm income (1= yes)","Intercropping",0.0818,0.016,0.1476,2.4932,52,0.0159,"QM (9, 52) = 1.2108, p =0.3087","significant_positive","0.0159*"
"m_intervention_recla2","Financial capital","Access to non-farm income (1= yes)","Rotational grazing",-0.1521,-0.3863,0.082,-1.3039,52,0.198,"QM (9, 52) = 1.2108, p =0.3087","no_significant_negative","0.198"
"m_intervention_recla2","Technical information","Extension frequency (number of contacts)","Agro-silvopasture",3e-04,-0.487,0.4876,0.0012,16,0.9991,"QM (7, 16) = 6.0295, p =0.0014","no_significant_positive","0.9991"
"m_intervention_recla2","Technical information","Extension frequency (number of contacts)","Agroforestry",0.1799,0.0442,0.3155,2.8108,16,0.0126,"QM (7, 16) = 6.0295, p =0.0014","significant_positive","0.0126*"
"m_intervention_recla2","Technical information","Extension frequency (number of contacts)","Combined systems",0.0208,-0.4444,0.4859,0.0946,16,0.9258,"QM (7, 16) = 6.0295, p =0.0014","no_significant_positive","0.9258"
"m_intervention_recla2","Technical information","Extension frequency (number of contacts)","Cover crops",0.6875,0.3155,1.0596,3.9174,16,0.0012,"QM (7, 16) = 6.0295, p =0.0014","significant_positive","0.0012**"
"m_intervention_recla2","Technical information","Extension frequency (number of contacts)","Crop rotation",0.1036,-0.1134,0.3206,1.0121,16,0.3266,"QM (7, 16) = 6.0295, p =0.0014","no_significant_positive","0.3266"
"m_intervention_recla2","Technical information","Extension frequency (number of contacts)","Embedded seminatural habitats",0.8976,0.4459,1.3493,4.2128,16,7e-04,"QM (7, 16) = 6.0295, p =0.0014","significant_positive","7e-04***"
"m_intervention_recla2","Technical information","Extension frequency (number of contacts)","Intercropping",0.0992,-0.3976,0.5961,0.4234,16,0.6776,"QM (7, 16) = 6.0295, p =0.0014","no_significant_positive","0.6776"
"m_intervention_recla2","Physical capital","Access to irrigation (1= yes)","Agro-aquaculture",-0.0636,-0.6689,0.5417,-0.2289,12,0.8228,"QM (5, 12) = 0.6726, p =0.6521","no_significant_negative","0.8228"
"m_intervention_recla2","Physical capital","Access to irrigation (1= yes)","Agroforestry",0.0484,-0.2246,0.3215,0.3865,12,0.7059,"QM (5, 12) = 0.6726, p =0.6521","no_significant_positive","0.7059"
"m_intervention_recla2","Physical capital","Access to irrigation (1= yes)","Crop rotation",-0.0358,-0.3394,0.2677,-0.2573,12,0.8013,"QM (5, 12) = 0.6726, p =0.6521","no_significant_negative","0.8013"
"m_intervention_recla2","Physical capital","Access to irrigation (1= yes)","Embedded seminatural habitats",0.0633,-0.2846,0.4112,0.3967,12,0.6986,"QM (5, 12) = 0.6726, p =0.6521","no_significant_positive","0.6986"
"m_intervention_recla2","Physical capital","Access to irrigation (1= yes)","Intercropping",-0.2346,-0.5329,0.0636,-1.7139,12,0.1122,"QM (5, 12) = 0.6726, p =0.6521","no_significant_negative","0.1122"
"m_intervention_recla2","Socio-demographic","Household is native (1= yes)","Agro-silvopasture",-0.1997,-0.414,0.0147,-2.0753,10,0.0647,"QM (5, 10) = 1.168, p =0.3887","no_significant_negative","0.0647"
"m_intervention_recla2","Socio-demographic","Household is native (1= yes)","Agroforestry",0.0526,-0.051,0.1563,1.1313,10,0.2843,"QM (5, 10) = 1.168, p =0.3887","no_significant_positive","0.2843"
"m_intervention_recla2","Socio-demographic","Household is native (1= yes)","Combined systems",0.0658,-0.2493,0.3809,0.4653,10,0.6517,"QM (5, 10) = 1.168, p =0.3887","no_significant_positive","0.6517"
"m_intervention_recla2","Socio-demographic","Household is native (1= yes)","Embedded seminatural habitats",-0.0185,-0.3052,0.2682,-0.1436,10,0.8887,"QM (5, 10) = 1.168, p =0.3887","no_significant_negative","0.8887"
"m_intervention_recla2","Socio-demographic","Household is native (1= yes)","Fallow",0.0163,-0.2704,0.303,0.1267,10,0.9017,"QM (5, 10) = 1.168, p =0.3887","no_significant_positive","0.9017"
"m_intervention_recla2","Physical capital","Land tenure (1= owned)","Agro-silvopasture",0.105,-0.1954,0.4053,0.7004,55,0.4866,"QM (8, 55) = 1.265, p =0.2807","no_significant_positive","0.4866"
"m_intervention_recla2","Physical capital","Land tenure (1= owned)","Agroforestry",0.1051,-0.0443,0.2544,1.4098,55,0.1642,"QM (8, 55) = 1.265, p =0.2807","no_significant_positive","0.1642"
"m_intervention_recla2","Physical capital","Land tenure (1= owned)","Combined systems",-0.0246,-0.2469,0.1977,-0.2218,55,0.8253,"QM (8, 55) = 1.265, p =0.2807","no_significant_negative","0.8253"
"m_intervention_recla2","Physical capital","Land tenure (1= owned)","Cover crops",0.2875,-0.0568,0.6318,1.6736,55,0.0999,"QM (8, 55) = 1.265, p =0.2807","no_significant_positive","0.0999"
"m_intervention_recla2","Physical capital","Land tenure (1= owned)","Crop rotation",0.0272,-0.1258,0.1801,0.3562,55,0.7231,"QM (8, 55) = 1.265, p =0.2807","no_significant_positive","0.7231"
"m_intervention_recla2","Physical capital","Land tenure (1= owned)","Embedded seminatural habitats",0.1868,-0.1207,0.4943,1.2176,55,0.2286,"QM (8, 55) = 1.265, p =0.2807","no_significant_positive","0.2286"
"m_intervention_recla2","Physical capital","Land tenure (1= owned)","Fallow",0.012,-0.3301,0.3542,0.0705,55,0.9441,"QM (8, 55) = 1.265, p =0.2807","no_significant_positive","0.9441"
"m_intervention_recla2","Physical capital","Land tenure (1= owned)","Intercropping",0.1587,-0.0197,0.3371,1.7824,55,0.0802,"QM (8, 55) = 1.265, p =0.2807","no_significant_positive","0.0802"
"m_intervention_recla2","Technical information","Farming experience (continuous)","Agro-silvopasture",0.1062,-0.1149,0.3272,0.9611,59,0.3404,"QM (8, 59) = 1.7317, p =0.1099","no_significant_positive","0.3404"
"m_intervention_recla2","Technical information","Farming experience (continuous)","Agroforestry",0.1003,-0.0124,0.213,1.78,59,0.0802,"QM (8, 59) = 1.7317, p =0.1099","no_significant_positive","0.0802"
"m_intervention_recla2","Technical information","Farming experience (continuous)","Combined systems",0.0272,-0.3284,0.3829,0.1533,59,0.8787,"QM (8, 59) = 1.7317, p =0.1099","no_significant_positive","0.8787"
"m_intervention_recla2","Technical information","Farming experience (continuous)","Cover crops",0.1887,-0.0261,0.4036,1.7581,59,0.0839,"QM (8, 59) = 1.7317, p =0.1099","no_significant_positive","0.0839"
"m_intervention_recla2","Technical information","Farming experience (continuous)","Crop rotation",0.1012,-0.0087,0.2111,1.8432,59,0.0703,"QM (8, 59) = 1.7317, p =0.1099","no_significant_positive","0.0703"
"m_intervention_recla2","Technical information","Farming experience (continuous)","Embedded seminatural habitats",-0.1143,-0.3114,0.0829,-1.1598,59,0.2508,"QM (8, 59) = 1.7317, p =0.1099","no_significant_negative","0.2508"
"m_intervention_recla2","Technical information","Farming experience (continuous)","Fallow",0.0806,-0.4009,0.5621,0.3349,59,0.7389,"QM (8, 59) = 1.7317, p =0.1099","no_significant_positive","0.7389"
"m_intervention_recla2","Technical information","Farming experience (continuous)","Intercropping",0.108,-0.0534,0.2693,1.3386,59,0.1858,"QM (8, 59) = 1.7317, p =0.1099","no_significant_positive","0.1858"
"m_intervention_recla2","Financial capital","Access to credit (1= yes)","Agro-aquaculture",0.0794,-0.353,0.5118,0.3673,60,0.7147,"QM (10, 60) = 3.0289, p =0.0036","no_significant_positive","0.7147"
"m_intervention_recla2","Financial capital","Access to credit (1= yes)","Agro-silvopasture",0.0044,-0.4211,0.4299,0.0207,60,0.9835,"QM (10, 60) = 3.0289, p =0.0036","no_significant_positive","0.9835"
"m_intervention_recla2","Financial capital","Access to credit (1= yes)","Agroforestry",0.0287,-0.0624,0.1198,0.6299,60,0.5311,"QM (10, 60) = 3.0289, p =0.0036","no_significant_positive","0.5311"
"m_intervention_recla2","Financial capital","Access to credit (1= yes)","Combined systems",1e-04,-0.2169,0.2171,6e-04,60,0.9995,"QM (10, 60) = 3.0289, p =0.0036","no_significant_positive","0.9995"
"m_intervention_recla2","Financial capital","Access to credit (1= yes)","Cover crops",-0.6472,-0.8912,-0.4031,-5.305,60,0,"QM (10, 60) = 3.0289, p =0.0036","significant_negative","0***"
"m_intervention_recla2","Financial capital","Access to credit (1= yes)","Crop rotation",0.0404,-0.0592,0.1399,0.8106,60,0.4208,"QM (10, 60) = 3.0289, p =0.0036","no_significant_positive","0.4208"
"m_intervention_recla2","Financial capital","Access to credit (1= yes)","Embedded seminatural habitats",-0.0275,-0.3371,0.2821,-0.1777,60,0.8595,"QM (10, 60) = 3.0289, p =0.0036","no_significant_negative","0.8595"
"m_intervention_recla2","Financial capital","Access to credit (1= yes)","Fallow",0.0826,-0.221,0.3863,0.5442,60,0.5883,"QM (10, 60) = 3.0289, p =0.0036","no_significant_positive","0.5883"
"m_intervention_recla2","Financial capital","Access to credit (1= yes)","Intercropping",-0.0211,-0.1358,0.0935,-0.3686,60,0.7137,"QM (10, 60) = 3.0289, p =0.0036","no_significant_negative","0.7137"
"m_intervention_recla2","Financial capital","Access to credit (1= yes)","Rotational grazing",0.1521,-0.281,0.5853,0.7027,60,0.485,"QM (10, 60) = 3.0289, p =0.0036","no_significant_positive","0.485"
"m_intervention_recla2","Technical information","Access to training (1= yes)","Agro-silvopasture",-0.0493,-0.211,0.1124,-0.6265,26,0.5365,"QM (8, 26) = 2.3715, p =0.0458","no_significant_negative","0.5365"
"m_intervention_recla2","Technical information","Access to training (1= yes)","Agroforestry",0.125,0.0468,0.2033,3.2859,26,0.0029,"QM (8, 26) = 2.3715, p =0.0458","significant_positive","0.0029**"
"m_intervention_recla2","Technical information","Access to training (1= yes)","Combined systems",0.1391,0.0094,0.2687,2.2045,26,0.0365,"QM (8, 26) = 2.3715, p =0.0458","significant_positive","0.0365*"
"m_intervention_recla2","Technical information","Access to training (1= yes)","Cover crops",0.0841,-0.0877,0.2558,1.0059,26,0.3237,"QM (8, 26) = 2.3715, p =0.0458","no_significant_positive","0.3237"
"m_intervention_recla2","Technical information","Access to training (1= yes)","Crop rotation",0.0298,-0.0443,0.104,0.8276,26,0.4154,"QM (8, 26) = 2.3715, p =0.0458","no_significant_positive","0.4154"
"m_intervention_recla2","Technical information","Access to training (1= yes)","Embedded seminatural habitats",0.0823,-0.2133,0.3778,0.5723,26,0.572,"QM (8, 26) = 2.3715, p =0.0458","no_significant_positive","0.572"
"m_intervention_recla2","Technical information","Access to training (1= yes)","Fallow",0.0138,-0.1348,0.1625,0.1914,26,0.8497,"QM (8, 26) = 2.3715, p =0.0458","no_significant_positive","0.8497"
"m_intervention_recla2","Technical information","Access to training (1= yes)","Intercropping",0.0453,-0.055,0.1455,0.9283,26,0.3618,"QM (8, 26) = 2.3715, p =0.0458","no_significant_positive","0.3618"
"m_intervention_recla2","Physical capital","Livestock owned (1= yes)","Agroforestry",-1e-04,-0.256,0.2558,-4e-04,21,0.9997,"QM (6, 21) = 0.6056, p =0.723","no_significant_negative","0.9997"
"m_intervention_recla2","Physical capital","Livestock owned (1= yes)","Combined systems",0.0212,-0.3146,0.357,0.1315,21,0.8966,"QM (6, 21) = 0.6056, p =0.723","no_significant_positive","0.8966"
"m_intervention_recla2","Physical capital","Livestock owned (1= yes)","Cover crops",0.035,-0.1687,0.2386,0.357,21,0.7247,"QM (6, 21) = 0.6056, p =0.723","no_significant_positive","0.7247"
"m_intervention_recla2","Physical capital","Livestock owned (1= yes)","Crop rotation",0.1661,-0.089,0.4212,1.3539,21,0.1901,"QM (6, 21) = 0.6056, p =0.723","no_significant_positive","0.1901"
"m_intervention_recla2","Physical capital","Livestock owned (1= yes)","Fallow",-0.0488,-0.6109,0.5132,-0.1807,21,0.8583,"QM (6, 21) = 0.6056, p =0.723","no_significant_negative","0.8583"
"m_intervention_recla2","Physical capital","Livestock owned (1= yes)","Intercropping",-0.1561,-0.411,0.0987,-1.274,21,0.2166,"QM (6, 21) = 0.6056, p =0.723","no_significant_negative","0.2166"
"m_intervention_recla2","Physical capital","Plot size (continuous)","Agro-silvopasture",0.1467,-0.4712,0.7645,0.5092,14,0.6186,"QM (7, 14) = 2.1477, p =0.1059","no_significant_positive","0.6186"
"m_intervention_recla2","Physical capital","Plot size (continuous)","Agroforestry",0.0531,-0.3744,0.4806,0.2664,14,0.7938,"QM (7, 14) = 2.1477, p =0.1059","no_significant_positive","0.7938"
"m_intervention_recla2","Physical capital","Plot size (continuous)","Combined systems",-0.0278,-0.272,0.2163,-0.2444,14,0.8105,"QM (7, 14) = 2.1477, p =0.1059","no_significant_negative","0.8105"
